Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"2154","Hill, Jack","18-10-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"2980","Jenkins, Chloe","03-04-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"3343","Ruiz, Beth","26-03-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"3353","Butler, Melissa","18-03-1975 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4248","Stewart, Catherine","11-11-1975 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4258","Anderson, Matthew","25-03-1978 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"4271","Cox, Ariana","06-08-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4272","Yang, Samuel","03-06-1976 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"4273","Gonzales, Kyle","02-07-1976 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4424","Long, Jack","26-04-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4826","Simmons, Angela","04-06-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"4828","Ward, Danielle","07-05-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"4838","Johnston, Julia","21-10-1975 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"5728","Johnston, Charles","17-11-1980 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"5733","Flores, Natalie","25-06-1978 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"5736","Hayes, Melissa","06-06-1977 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"5737","Alexander, Kelly","20-09-1977 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"5738","Selikoff, Steven","02-05-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"5919","Cox, Alexandria","11-08-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"7324","Clark, Jeremy","23-05-1978 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"7766","Shan, Noah","18-08-1977 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"7792","Blue, Megan","23-08-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"8638","Long, Eduardo","07-07-1976 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"8650","Martin, Elizabeth","26-08-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"9273","James, Seth","23-04-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"9282","Xie, Karl","28-04-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"9305","Edwards, Jesse","23-08-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"9433","Sanders, Juan","20-02-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"10254","Williams, Victoria","04-12-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"10261","Howard, Ariana","15-06-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"11058","Ross, Kyle","13-02-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"11971","Phillips, Mary","06-10-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"12303","Walker, Fernando","16-06-1979 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"12335","Wilson, Brandon","20-06-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"12336","Robinson, James","21-02-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"12557","Munoz, Kristi","21-02-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"12562","Williams, Jose","21-05-1978 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"12580","Richardson, Jared","19-10-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"13225","Perry, Nicole","17-10-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"13498","James, Abigail","23-03-1978 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"13508","Garcia, Madison","07-09-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"13510","Long, Emma","09-11-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"14001","Turner, Allison","18-10-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"14042","Phillips, Hunter","25-07-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"14261","Howard, Dalton","11-08-1978 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"14275","Henderson, Samantha","13-08-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"14276","Watson, Christina","26-02-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"14282","Allen, Jeremy","14-09-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"14951","Kumar, Kyle","26-06-1975 00:00:00","S","M","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"15779","Perez, Sierra","10-06-1975 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"16462","Coleman, Arianna","06-10-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"16736","Sanders, Shelby","20-06-1977 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"16742","Foster, Gabrielle","15-08-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","1","2","Person","","United States","Washington"
"16912","Moore, Robert","07-02-1976 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"17340","Edwards, Sean","22-07-1978 00:00:00","S","M","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"17348","Anand, Latoya","11-09-1979 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"17863","Ramirez, Catherine","26-06-1976 00:00:00","S","F","40000","0","0","High School","Skilled Manual","0","2","Person","","United States","Washington"
"194","Gray, Ian","13-02-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"197","Romero, Alfredo","07-06-1946 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","Oregon"
"309","Gonzales, Ian","05-03-1954 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"310","Lewis, Victoria","12-06-1954 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"718","Jones, Marcus","02-09-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"719","Jones, Sarah","14-11-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"729","White, Logan","07-01-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"880","Sai, Edgar","03-10-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"881","Sanchez, Melissa","20-08-1959 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"942","Roberts, Adam","26-11-1976 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","1","2","Person","","United States","Oregon"
"1085","Perry, Aidan","07-08-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","0","3","Person","","United States","Oregon"
"1177","James, Cody","16-11-1955 00:00:00","S","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"1969","Butler, Paige","19-12-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"2071","Clark, Emma","18-10-1973 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","1","2","Person","","United States","Oregon"
"2088","Collins, Jeremy","08-11-1974 00:00:00","S","M","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"2212","Jai, James","12-12-1945 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"2362","Jai, Cameron","01-09-1946 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","Oregon"
"2458","Henderson, Eric","05-02-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"3030","Morris, Christina","22-08-1976 00:00:00","M","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"3037","Torres, Amanda","27-06-1974 00:00:00","M","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"3044","Gonzalez, Mary","28-02-1957 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"3284","Simmons, Seth","08-10-1974 00:00:00","S","M","60000","0","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"3297","Russell, Benjamin","17-05-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"3356","King, Ian","11-11-1973 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"3386","Hall, Maria","20-10-1945 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"3629","Brooks, Carlos","23-04-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"3635","Baker, Amber","19-11-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"3652","Green, Amber","14-05-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"3661","Howard, Gabrielle","06-03-1958 00:00:00","M","F","60000","1","0","Bachelors","Professional","1","1","Person","","United States","Oregon"
"4314","Morris, Garrett","28-10-1946 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"4391","Turner, Jonathan","04-05-1955 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"4883","Xie, Maurice","01-11-1945 00:00:00","S","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"4967","Foster, Natalie","15-08-1955 00:00:00","M","F","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"5672","Wood, Megan","25-08-1974 00:00:00","S","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"5791","Lopez, Hunter","10-02-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","Oregon"
"5886","Cook, Garrett","06-06-1954 00:00:00","M","M","60000","2","0","Partial High School","Skilled Manual","0","2","Person","","United States","Oregon"
"5887","Flores, Aidan","19-10-1954 00:00:00","M","M","60000","2","0","Partial High School","Skilled Manual","1","2","Person","","United States","Oregon"
"6273","Hernandez, Mary","03-08-1958 00:00:00","S","F","60000","1","0","Bachelors","Professional","1","1","Person","","United States","Oregon"
"6493","Price, Amanda","14-06-1976 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","0","2","Person","","United States","Oregon"
"6520","Rivera, Taylor","22-08-1974 00:00:00","M","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"6527","Gonzales, Tristan","25-03-1957 00:00:00","S","M","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"6528","Cook, Anna","26-09-1957 00:00:00","S","F","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"6532","Ramirez, Isaac","07-03-1956 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"6872","Patterson, Sydney","21-07-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"7073","Perez, Maria","03-08-1946 00:00:00","S","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"7501","Brown, Jose","25-06-1974 00:00:00","M","M","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"7999","Bennett, Aidan","07-11-1947 00:00:00","M","M","60000","5","0","Bachelors","Management","1","3","Person","","United States","Oregon"
"8000","Watson, Mackenzie","24-04-1947 00:00:00","M","F","60000","5","0","Bachelors","Management","0","3","Person","","United States","Oregon"
"8406","Smith, Abigail","20-08-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"8407","Travers, Brooke","08-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"8408","Perry, Sarah","06-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"8538","Brooks, Michelle","05-10-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"8718","Hill, Edward","06-08-1954 00:00:00","S","M","60000","3","0","Partial High School","Skilled Manual","1","2","Person","","United States","Oregon"
"8780","Foster, Emily","10-01-1973 00:00:00","S","F","60000","0","0","Partial College","Skilled Manual","1","2","Person","","United States","Oregon"
"8805","Foster, Cameron","17-08-1974 00:00:00","S","M","60000","0","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"8812","Allen, Evan","22-10-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"8859","Collins, Jenna","23-10-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"9197","Perry, Cameron","22-12-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"9198","Johnson, Olivia","21-06-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"9373","Edwards, Kaitlyn","22-10-1954 00:00:00","M","F","60000","2","0","Partial High School","Skilled Manual","0","2","Person","","United States","Oregon"
"9458","Morris, Alexandra","11-04-1974 00:00:00","M","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"9511","Cox, Caitlin","08-11-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"10144","Campbell, Allison","14-05-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"10157","Lopez, Maria","24-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"10402","Powell, Eric","13-04-1973 00:00:00","S","M","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"10415","Butler, Aaron","07-06-1974 00:00:00","M","M","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"10773","Patterson, Sarah","16-02-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"10774","Rogers, Alyssa","21-06-1946 00:00:00","M","F","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"11111","King, Eduardo","08-08-1954 00:00:00","M","M","60000","2","0","Partial High School","Skilled Manual","1","2","Person","","United States","Oregon"
"11221","Sharma, Brandon","02-01-1957 00:00:00","M","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"11753","Brown, Daniel","11-04-1946 00:00:00","M","M","60000","4","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"11879","Ross, Angelica","11-07-1961 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"11901","Li, Hunter","06-12-1958 00:00:00","S","M","60000","1","0","Bachelors","Professional","1","1","Person","","United States","Oregon"
"12451","Rogers, Alex","13-12-1957 00:00:00","S","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"13314","Brooks, Taylor","18-03-1974 00:00:00","M","F","60000","0","0","Partial College","Professional","1","2","Person","","United States","Oregon"
"13634","Cook, Xavier","13-09-1940 00:00:00","M","M","60000","3","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"13643","Russell, Edward","08-11-1943 00:00:00","S","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"13942","Garcia, Wyatt","24-04-1940 00:00:00","M","M","60000","3","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"13953","Long, Amanda","11-09-1943 00:00:00","S","F","60000","4","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"14085","James, Dalton","10-10-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"14098","Gonzales, Fernando","19-06-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"14099","Long, Logan","27-07-1960 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"14965","Winston, Christopher","09-02-1974 00:00:00","S","M","60000","0","0","Partial College","Professional","0","2","Person","","United States","Oregon"
"15006","Clark, Elizabeth","18-11-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"15040","Garcia, Robert","13-01-1957 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"15461","Cook, Gabriella","09-03-1940 00:00:00","M","F","60000","3","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"15557","Cooper, Jeremy","04-05-1976 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","0","2","Person","","United States","Oregon"
"15725","Edwards, Sydney","22-09-1954 00:00:00","S","F","60000","2","0","Partial High School","Skilled Manual","1","2","Person","","United States","Oregon"
"16552","Long, Antonio","17-10-1967 00:00:00","M","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"16557","Cox, Amanda","08-06-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"16577","Gonzales, Caroline","03-09-1958 00:00:00","M","F","60000","1","0","Bachelors","Professional","0","1","Person","","United States","Oregon"
"17009","Baker, Jada","06-11-1941 00:00:00","S","F","60000","4","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"17012","Lan, Andrew","25-02-1943 00:00:00","M","M","60000","4","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"17013","Stewart, Ian","11-12-1943 00:00:00","S","M","60000","4","0","Bachelors","Management","0","2","Person","","United States","Oregon"
"17164","Washington, Rachel","11-03-1962 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"17180","Alvarez, Billy","28-10-1967 00:00:00","S","M","60000","0","0","Partial College","Skilled Manual","0","1","Person","","United States","Oregon"
"17182","Rodriguez, Katherine","06-03-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"17187","Wagner, Jenny","06-02-1960 00:00:00","M","F","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"17223","Lewis, Eduardo","05-01-1957 00:00:00","S","M","60000","2","0","High School","Professional","0","2","Person","","United States","Oregon"
"17296","Collins, Wyatt","21-02-1954 00:00:00","M","M","60000","2","0","Partial High School","Skilled Manual","0","2","Person","","United States","Oregon"
"17980","Williams, Matthew","24-06-1940 00:00:00","M","M","60000","3","0","Bachelors","Management","1","2","Person","","United States","Oregon"
"18151","Griffin, Wyatt","12-07-1961 00:00:00","M","M","60000","1","0","Partial College","Skilled Manual","1","1","Person","","United States","Oregon"
"18201","Collins, Jackson","25-02-1957 00:00:00","M","M","60000","2","0","High School","Professional","1","2","Person","","United States","Oregon"
"1199","Scott, Noah","14-02-1953 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"2414","Phillips, Fernando","18-11-1932 00:00:00","M","M","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"3495","Diaz, Cameron","17-05-1953 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"5895","Walker, Abigail","12-02-1953 00:00:00","S","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6407","Flores, Mariah","16-09-1934 00:00:00","M","F","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6464","Moore, Nicholas","02-09-1953 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6465","Rodriguez, Jeremy","24-02-1953 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6467","Perez, Thomas","17-01-1937 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6551","Edwards, Mason","21-10-1942 00:00:00","S","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"6555","Harris, Emma","22-04-1943 00:00:00","M","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"7848","Richardson, Ariana","11-05-1936 00:00:00","M","F","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"7874","Rodriguez, Austin","19-11-1939 00:00:00","S","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"7881","Sanchez, Jarrod","07-03-1941 00:00:00","M","M","60000","3","0","Graduate Degree","Management","0","2","Person","","United States","Oregon"
"8725","Morris, Bryce","12-03-1953 00:00:00","S","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"8836","Allen, Jordan","09-01-1942 00:00:00","M","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"10580","Jackson, Wyatt","04-11-1934 00:00:00","M","M","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"10909","Hayes, Isabel","02-07-1934 00:00:00","M","F","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"10927","Henderson, Melanie","15-07-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","Oregon"
"12052","Green, Jesse","21-08-1936 00:00:00","M","M","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"12063","Reed, Natalie","10-09-1937 00:00:00","M","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"12671","Henderson, Mya","05-12-1938 00:00:00","M","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"13346","Cox, Riley","22-06-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","1","Person","","United States","Oregon"
"13637","Ward, Anna","02-05-1940 00:00:00","M","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"13937","Scott, Caleb","21-05-1938 00:00:00","M","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"14191","Morris, Allison","14-06-1936 00:00:00","M","F","60000","2","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"15458","Moore, Sydney","13-08-1939 00:00:00","S","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"15626","Barnes, Lauren","19-12-1967 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","1","1","Person","","United States","Oregon"
"16388","Washington, Noah","09-05-1939 00:00:00","S","M","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"17000","Shan, Nathan","24-04-1938 00:00:00","S","M","60000","3","0","Graduate Degree","Management","0","2","Person","","United States","Oregon"
"17971","Peterson, Danielle","25-06-1938 00:00:00","S","F","60000","3","0","Graduate Degree","Management","1","2","Person","","United States","Oregon"
"542","Ross, Aidan","12-04-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"1415","Lal, Ethan","21-06-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"1416","Richardson, Brianna","02-11-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"6700","Bell, Jesse","17-03-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"10618","Miller, Jennifer","27-02-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","Oregon"
"12785","Arun, Preston","24-10-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","Oregon"
"12852","Rogers, Mariah","15-04-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","Oregon"
"17680","Bryant, Julian","10-03-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","Oregon"
"17681","Brown, Hannah","09-10-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","Oregon"
"536","Nelson, Devin","03-07-1958 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"654","Peterson, Sydney","08-06-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"663","Kumar, Ethan","04-07-1970 00:00:00","S","M","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"780","Jackson, Sarah","19-07-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"801","Baker, Jennifer","07-11-1969 00:00:00","M","F","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"802","Sharma, Aaron","16-09-1969 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"815","Morgan, Dalton","08-07-1970 00:00:00","M","M","60000","2","0","Graduate Degree","Professional","1","0","Person","","United States","Oregon"
"1449","Cox, Hailey","20-05-1958 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"1454","Bennett, Madison","10-05-1958 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"1458","Rai, Misty","02-09-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"1762","Richardson, Alexandra","04-03-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"1795","Jackson, Megan","08-10-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"2713","Martinez, Nancy","02-07-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
"2756","Roberts, Luke","19-01-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","Oregon"
